"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ECB_RS05520",227.371535432189,4.78080713264862,0.312406439093308,5.95982821819182e-54,2.67417492150267e-50
"ECB_RS19135",417.617782553978,2.87670854542748,0.195710461640626,7.42756581093926e-50,1.66637438968422e-46
"ECB_RS05725",287.566023940228,3.00184485188266,0.206514205346314,9.1546338334754e-49,1.3692280670268e-45
"ECB_RS05525",214.702454202142,5.08978090711436,0.355277517761875,1.51527722419426e-47,1.69976222623991e-44
"ECB_RS05720",222.772618000151,3.24540332315026,0.22772844691966,5.02634344894563e-47,4.51064061108381e-44
"ECB_RS05675",401.877833187214,3.56940096383332,0.268521275896176,2.36398361481805e-41,1.76786574661476e-38
"ECB_RS12290",169.103574923949,2.77700936477772,0.212713270809013,7.63479111905466e-40,4.89390110731403e-37
"ECB_RS20365",265.070483349212,2.04248061592119,0.163642138691392,2.2029211061864e-36,1.2355633754323e-33
"ECB_RS00910",886.710799701347,2.59067195673611,0.212128286531179,3.20199364382066e-35,1.48896697869588e-32
"ECB_RS19120",409.976211988773,3.24786751817012,0.266068573228548,3.31840200288808e-35,1.48896697869588e-32
"ECB_RS20320",38.3872573323872,-2.83476252223336,0.2349663691114,1.69009478233471e-34,6.89405026212351e-32
"ECB_RS19130",360.455793805716,3.26323944552529,0.273965181890099,1.35932074318257e-33,5.08272681221684e-31
"ECB_RS16455",171.242604273558,3.05183158738113,0.257036965769454,1.79795483317945e-33,6.20571025882783e-31
"ECB_RS19125",1366.09111931626,3.02953315373358,0.25671129356507,4.56229223430142e-33,1.46221466109361e-30
"ECB_RS16660",2897.2322957399,3.05676993380276,0.260681182663759,1.10903069597696e-32,3.31748048856576e-30
"ECB_RS18980",691.313579686072,2.68765317614507,0.229075124138379,1.27275655216826e-32,3.56928665598686e-30
"ECB_RS19115",640.428706518892,2.80054892694683,0.240895554053359,3.98227288028381e-32,1.05108578904903e-29
"ECB_RS05730",437.643081131352,2.45150261089282,0.21252127674306,1.28752911686354e-31,3.20952397075927e-29
"ECB_RS21650",1422.02592185319,3.68734704660546,0.324613808376698,5.67855983889427e-31,1.34103673669045e-28
"ECB_RS00930",250.747352890197,2.36655242736696,0.208156744018397,9.14061252610986e-31,2.05069642023275e-28
"ECB_RS22125",2080.72150608537,5.80032517465822,0.523829302604187,1.12272858359314e-29,2.39889674027734e-27
