"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"174","PWY0-1329",0.00707467411521484,0.0265590224981016,0.407017918923954,-0.738260141419707,-1.93861911505151,6,"ECB_RS01995,ECB_RS01990,ECB_RS02005,ECB_RS02000,ECB_RS03605"
"175","PWY0-1334",0.78021978021978,0.837232589188686,0.0878312634480124,-0.191132575359472,-0.747922773639746,17,"ECB_RS11625,ECB_RS11615,ECB_RS11630,ECB_RS11620,ECB_RS11645,ECB_RS11640,ECB_RS11590,ECB_RS11595,ECB_RS11605,ECB_RS11635,ECB_RS11600,ECB_RS11610"
"176","PWY0-1335",1.22071022288827e-05,0.000254129673674013,0.593325476396405,-0.668781025923883,-2.56899553350648,16,"ECB_RS11625,ECB_RS01995,ECB_RS01990,ECB_RS02005,ECB_RS02000,ECB_RS11615,ECB_RS11630,ECB_RS11620,ECB_RS11645,ECB_RS11640,ECB_RS11590,ECB_RS11595,ECB_RS11605,ECB_RS11635,ECB_RS11600,ECB_RS11610"
"177","PWY0-1336",0.498181818181818,0.591106924163919,0.114750719227023,-0.253518404102996,-0.973842891105608,16,"ECB_RS11625,ECB_RS11615,ECB_RS11630,ECB_RS11620,ECB_RS11645,ECB_RS11640,ECB_RS11590,ECB_RS11595,ECB_RS11605,ECB_RS11635,ECB_RS11600,ECB_RS11610"
"178","PWY0-1338",0.702127659574468,0.78110989259104,0.0526973085708419,0.419736118746564,0.848980963807544,4,"ECB_RS11500,ECB_RS11480,ECB_RS11490,ECB_RS11485"
"179","PWY0-1347",0.52,0.610666666666667,0.111918316325105,-0.248643880339766,-0.955118332109019,16,"ECB_RS11625,ECB_RS11615,ECB_RS11630,ECB_RS11620,ECB_RS11645,ECB_RS11640,ECB_RS11590,ECB_RS11595,ECB_RS11605,ECB_RS11635,ECB_RS11600,ECB_RS11610"
"180","PWY0-1348",0.428769017980636,0.530746514149004,0.0681513438679483,0.326200887841336,1.02390185541229,15,"ECB_RS04755,ECB_RS04760,ECB_RS04750"
"181","PWY0-1352",0.21744966442953,0.298179479966242,0.103958471559957,0.37123368398394,1.22903271662289,18,"ECB_RS06400,ECB_RS06385,ECB_RS07550,ECB_RS07560,ECB_RS07565,ECB_RS06390"
"182","PWY0-1353",0.111940298507463,0.180523439142317,0.160801401070022,0.554315038483934,1.3689825707083,7,"ECB_RS05185,ECB_RS03665,ECB_RS05190,ECB_RS03660,ECB_RS03655"
"183","PWY0-1355",0.179148311306902,0.251686891345279,0.122679189568808,0.483265247399663,1.29952975661957,9,"ECB_RS05285,ECB_RS07595,ECB_RS05280,ECB_RS07600,ECB_RS09745,ECB_RS09750"
"184","PWY0-1356",0.0142420610749084,0.0412670426832788,0.380730400722792,0.655215859309737,1.69948975628281,8,"ECB_RS04755,ECB_RS07595,ECB_RS04760,ECB_RS04750,ECB_RS07600"
"185","PWY0-1415",0.0574607849067695,0.111512879183476,0.321775918075361,-0.70065970313359,-1.57046442485059,4,"ECB_RS12315,ECB_RS20580,ECB_RS19880,ECB_RS19795"
"186","PWY0-1471",0.0290519877675841,0.0721583173054032,0.332263053752429,0.705905869538152,1.55739473836423,5,"ECB_RS05365,ECB_RS05360,ECB_RS05350,ECB_RS05355"
"187","PWY0-1479",0.000286367445431066,0.00298082477289609,0.49849310876659,-0.795110007986883,-2.21479795387824,7,"ECB_RS18970,ECB_RS06720,ECB_RS16015,ECB_RS05735,ECB_RS08560"
"188","PWY0-1544",0.0179150280317596,0.0481540601608021,0.352487857583619,-0.747782158492053,-1.80365645768941,5,"ECB_RS01995,ECB_RS01990,ECB_RS02005,ECB_RS02000"
"189","PWY0-1545",0.325,0.41811797752809,0.118287526124085,-0.553173948887057,-1.1050520893876,3,"ECB_RS05535,ECB_RS01920,ECB_RS06670"
"190","PWY0-162",6.79265832064142e-05,0.000985524631628792,0.538434096309916,-0.712451607115098,-2.31352400383258,10,"ECB_RS00185,ECB_RS12700,ECB_RS00190,ECB_RS05625,ECB_RS05010"
"191","PWY0-163",0.0113073013530448,0.0336282079200943,0.380730400722792,-0.721366436789326,-1.8942574369884,6,"ECB_RS04830,ECB_RS12700,ECB_RS12595,ECB_RS10445"
"192","PWY0-166",0.00886325746859647,0.0312259378509014,0.380730400722792,-0.615925272862398,-1.92306257086617,9,"ECB_RS13360,ECB_RS13355,ECB_RS12700,ECB_RS11385"
"193","PWY0-301",0.00402479848597471,0.0167577973325129,0.407017918923954,0.708826314046541,1.83854380596782,8,"ECB_RS00325,ECB_RS18185,ECB_RS21625,ECB_RS18180,ECB_RS21635,ECB_RS18190,ECB_RS21630"
"194","PWY0-381",0.289676425269646,0.377923425122595,0.0949751525905595,0.496153852766064,1.15083769212495,6,"ECB_RS11420,ECB_RS11430,ECB_RS17330,ECB_RS11425,ECB_RS11410"
"195","PWY0-41",0.0193681539703379,0.0509805432092803,0.352487857583619,0.700462796296886,1.62473592297142,6,"ECB_RS02430,ECB_RS19645,ECB_RS02405,ECB_RS02425,ECB_RS02450"
"196","PWY0-42",0.00989175822257157,0.0319751574759033,0.380730400722792,0.728905101115536,1.69070835521945,6,"ECB_RS01525,ECB_RS01530,ECB_RS01515,ECB_RS01520"
"197","PWY0-43",0.70265780730897,0.78110989259104,0.053347785067549,0.457268480351745,0.838106149720958,3,"ECB_RS14530,ECB_RS14545,ECB_RS14540"
"198","PWY0-44",0.106312292358804,0.17514758956954,0.175204047558551,0.731794449024457,1.34127204129021,3,"ECB_RS21080,ECB_RS21055,ECB_RS21050"
"199","PWY0-521",0.114617940199336,0.181620689655172,0.16823816568964,0.717779609782907,1.31558489367256,3,"ECB_RS17055,ECB_RS17060,ECB_RS17050"
"200","PWY0-781",1.63438543428038e-06,4.67842830562757e-05,0.643551836150722,-0.634130334253753,-2.65765838490427,21,"ECB_RS19625,ECB_RS17375,ECB_RS00010,ECB_RS00020,ECB_RS14650,ECB_RS00015,ECB_RS04920,ECB_RS03165,ECB_RS20690,ECB_RS12495,ECB_RS12455,ECB_RS00855,ECB_RS00570,ECB_RS20285,ECB_RS20715,ECB_RS15225,ECB_RS09015,ECB_RS19505,ECB_RS14205,ECB_RS16990"
"201","PWY0-823",0.7325,0.802595693779904,0.0709609456938284,-0.399113334053743,-0.797291746268749,3,"ECB_RS14630,ECB_RS14625"
"202","PWY0-845",0.00340905396728438,0.0150129492020793,0.431707695803346,-0.667650008644649,-2.08455927793993,9,"ECB_RS04815,ECB_RS00290,ECB_RS12955,ECB_RS01930,ECB_RS08480,ECB_RS14580,ECB_RS11815,ECB_RS12225"
"203","PWY0-862",0.00292760706998911,0.0137811078993519,0.431707695803346,-0.82183117954358,-1.98226327986138,5,"ECB_RS00925,ECB_RS05780,ECB_RS05055,ECB_RS06730,ECB_RS11830"
"204","PWY0-881",1.79635161514096e-05,0.000342803766556066,0.575610261071129,-0.822509631260319,-2.40022791532212,8,"ECB_RS00925,ECB_RS05780,ECB_RS05775,ECB_RS05770,ECB_RS05055,ECB_RS06730,ECB_RS05790,ECB_RS11830"
"205","PWY0-901",0.4875,0.582570942475603,0.0928481214159878,-0.486946963451498,-0.972753255039658,3,"ECB_RS04745,ECB_RS09140,ECB_RS18250"
"206","PWYCQD-2",0.1325,0.203747844330452,0.193813302725311,-0.667216268205551,-1.33286958421913,3,"ECB_RS19395,ECB_RS19400,ECB_RS10320"
"207","PWYCQD-3",0.00396239976910687,0.0167577973325129,0.407017918923954,0.709970385879646,1.84151128352989,8,"ECB_RS15850,ECB_RS15860,ECB_RS10695,ECB_RS15865,ECB_RS15840,ECB_RS15855,ECB_RS15875"
"208","PWYCQD-4",0.000912494111584024,0.00597031861579261,0.477270815362862,0.776616231086658,1.91799610451597,7,"ECB_RS15860,ECB_RS10695,ECB_RS15880,ECB_RS15840,ECB_RS15890,ECB_RS15875,ECB_RS15885"
"209","PYRIDNUCSAL-PWY",0.0588235294117647,0.112254901960784,0.30068212900741,-0.65915338097856,-1.47743181278608,4,"ECB_RS09170,ECB_RS03165,ECB_RS09015,ECB_RS04940"
"210","PYRIDNUCSYN-PWY",0.1325,0.203747844330452,0.193813302725311,-0.668865072822204,-1.33616333113235,3,"ECB_RS03165,ECB_RS00570,ECB_RS09015"
"211","PYRIDOXSYN-PWY",0.0033902777348778,0.0150129492020793,0.431707695803346,-0.715172083420117,-1.99212895211834,7,"ECB_RS04815,ECB_RS00290,ECB_RS12955,ECB_RS01930,ECB_RS14580,ECB_RS11815"
"212","PYRUVDEHYD-PWY",0.0525,0.10364224137931,0.315324831550005,-0.759824127507557,-1.5178683691787,3,"ECB_RS00600,ECB_RS00595,ECB_RS00605"
"213","RHAMCAT-PWY",0.0180840575276375,0.0481540601608021,0.352487857583619,0.781314614927882,1.58032917633878,4,"ECB_RS20085,ECB_RS20090,ECB_RS20080"
"214","RIBOSYN2-PWY",0.21264367816092,0.295123650296064,0.161978948883402,-0.50606185708247,-1.22062518629453,5,"ECB_RS01905,ECB_RS00140"
"215","SALVADEHYPOX-PWY",0.87463556851312,0.90221416752029,0.0373029764832679,0.233182986865469,0.649457125095468,10,"ECB_RS14275,ECB_RS14285,ECB_RS14280,ECB_RS02255,ECB_RS01735,ECB_RS08405"
"216","SER-GLYSYN-PWY",0.0115491664803564,0.0339071682564308,0.380730400722792,-0.720231375964742,-1.89127684723713,6,"ECB_RS12865,ECB_RS04815,ECB_RS14510"
"217","SERSYN-PWY",0.0775862068965517,0.13719146896717,0.276500599254472,-0.623061225607773,-1.50282858495785,5,"ECB_RS04815,ECB_RS14510"
"218","SO4ASSIM-PWY",0.149425287356322,0.219348659003831,0.195789002148949,-0.538905691503987,-1.29984477367959,5,"ECB_RS13790,ECB_RS13750,ECB_RS13745,ECB_RS13785,ECB_RS13780"
"219","SULFATE-CYS-PWY",0.00988097086599061,0.0319751574759033,0.380730400722792,-0.540084979619115,-1.86505263867414,11,"ECB_RS04815,ECB_RS14510,ECB_RS18350,ECB_RS13790,ECB_RS22730,ECB_RS13750,ECB_RS13745"
"220","TCA",0.00967334374472804,0.0319751574759033,0.380730400722792,-0.502069458745705,-1.77962643391511,13,"ECB_RS03620,ECB_RS03615,ECB_RS03630,ECB_RS03625,ECB_RS00615,ECB_RS06010,ECB_RS03580,ECB_RS03605,ECB_RS08350,ECB_RS00605"
"221","TCA-GLYOX-BYPASS",0.0300047887495617,0.0730967725920174,0.352487857583619,-0.462657673378455,-1.70328268097735,14,"ECB_RS03620,ECB_RS03615,ECB_RS03630,ECB_RS03625,ECB_RS00615,ECB_RS06010,ECB_RS03580,ECB_RS03605,ECB_RS08350,ECB_RS00605"
"222","THISYN-PWY",0.788629737609329,0.839982371686216,0.042077210988939,0.264844769825932,0.737640962232621,10,"ECB_RS20555,ECB_RS20560,ECB_RS20540,ECB_RS20545"
"223","THREOCAT-PWY",0.378181818181818,0.475844155844156,0.134273452883202,-0.275336960001722,-1.05765473755259,16,"ECB_RS19300,ECB_RS19310,ECB_RS19315,ECB_RS19305,ECB_RS11700,ECB_RS00415,ECB_RS04625"
"224","THRESYN-PWY",0.000447662298798674,0.00394287178557294,0.49849310876659,-0.783307332401968,-2.18192131860366,7,"ECB_RS17375,ECB_RS00010,ECB_RS00020,ECB_RS00015,ECB_RS04920"
"225","TRNA-CHARGING-PWY",4.3107045555441e-33,9.87151343219599e-31,1.49547932629977,-0.698933872373089,-4.42795926106288,92,"ECB_RS03310,ECB_RS08885,ECB_RS20485,ECB_RS20475,ECB_RS03305,ECB_RS03300,ECB_RS00145,ECB_RS01000,ECB_RS12165,ECB_RS03740,ECB_RS03735,ECB_RS03730,ECB_RS03720,ECB_RS03710,ECB_RS14400,ECB_RS10775,ECB_RS19805,ECB_RS16570,ECB_RS01040,ECB_RS03315,ECB_RS03295,ECB_RS16050,ECB_RS14085,ECB_RS14080,ECB_RS14075,ECB_RS12145,ECB_RS21940,ECB_RS19440,ECB_RS19445,ECB_RS18065,ECB_RS12160,ECB_RS12155,ECB_RS12150,ECB_RS03725,ECB_RS03715,ECB_RS09920,ECB_RS04935,ECB_RS13450,ECB_RS13445,ECB_RS13440,ECB_RS13435,ECB_RS10000,ECB_RS18060,ECB_RS20635,ECB_RS20435,ECB_RS19250,ECB_RS13100,ECB_RS03180,ECB_RS09925,ECB_RS13455,ECB_RS08485,ECB_RS06410,ECB_RS06405,ECB_RS12680,ECB_RS02475,ECB_RS08880,ECB_RS20480,ECB_RS20470,ECB_RS09765,ECB_RS09715,ECB_RS04745,ECB_RS10065,ECB_RS10050,ECB_RS10040,ECB_RS10010,ECB_RS05460,ECB_RS04695,ECB_RS19270,ECB_RS19810,ECB_RS16565,ECB_RS01045,ECB_RS08635,ECB_RS03350,ECB_RS17120,ECB_RS21470,ECB_RS21465,ECB_RS21460,ECB_RS09930,ECB_RS08910,ECB_RS13465,ECB_RS03290,ECB_RS03285,ECB_RS19265,ECB_RS01110,ECB_RS01060,ECB_RS22630,ECB_RS22620,ECB_RS19450"
"226","TRPSYN-PWY",0.0488505747126437,0.100781816299058,0.352171384439073,-0.671707451196041,-1.62016366433635,5,"ECB_RS06555,ECB_RS06550,ECB_RS06565,ECB_RS06560,ECB_RS06570"
"227","TYRSYN",0.0106428062424867,0.0320684556517032,0.380730400722792,-0.784222100054975,-1.75776186900696,4,"ECB_RS04920,ECB_RS13140,ECB_RS13145,ECB_RS20885"
"228","UBISYN-PWY",0.149206349206349,0.219348659003831,0.206587922696891,-0.469455145844799,-1.36995276799583,8,"ECB_RS16130,ECB_RS11770,ECB_RS14485,ECB_RS19760,ECB_RS19720,ECB_RS14480,ECB_RS03280,ECB_RS20815"
"229","VALSYN-PWY",0.00294879601339845,0.0137811078993519,0.431707695803346,-0.678591917916157,-1.98025068958596,8,"ECB_RS19300,ECB_RS19310,ECB_RS19295,ECB_RS19305,ECB_RS00415,ECB_RS00410,ECB_RS18785"
