"","pre_lac25_01","pre_lac01_02","pre_lac25_03","pre_lac01_04","pre_lac01_05","pre_lac25_06","pre_lac25_07","pre_lac25_08","pre_lac50_09","pre_lac50_10","pre_lac50_11","pre_lac50_12","pre_lac50_13","pre_lac50_14","pre_lac50_15","pre_lac50_16","pre_lac01_17","pre_lac25_18","pre_lac25_19","pre_lac01_20","pre_lac01_21","pre_lac01_22","pre_lac25_23"
"ECB_RS00060",8.47294587107812,7.7645617358261,5.08201853599994,9.33094720322739,29.7138243927451,3.47168277436359,6.09193946455332,5.75070454712755,25.0487471317116,15.1847822281213,21.6813467408038,14.3362238458929,6.49061364418687,38.6819797817988,25.307806673471,21.2451294234633,5.21317797462086,10.8435187008163,5.80682314035175,18.0551745608031,16.000719766769,36.1204755541534,6.58281824278009
"ECB_RS00065",4.98408580651654,1.55291234716522,5.08201853599994,4.66547360161369,0,2.08300966461815,0.761492433069165,1.91690151570918,14.1300624845552,8.67701841606932,14.7123424312597,4.7787412819643,11.8994583476759,18.9617547949994,11.4293320460837,9.44227974376147,5.21317797462086,6.37854041224489,6.63636930325914,12.6386221925622,5.33357325558968,7.90135402747105,12.3427842052127
"ECB_RS00070",3513.28208501351,386.67517444414,2479.38979325097,102.640419235501,314.117572151877,3156.45397845137,810.227948785592,872.190189647679,229.934653157762,264.649061690114,219.910802656724,413.361120889912,500.859019543087,189.617547949994,306.142822662955,218.746147397141,72.984491644692,316.375604447347,267.943410619088,79.4427680675338,128.005758134152,100.460072634989,463.265833835649
"ECB_RS00075",219.798184067379,7.7645617358261,208.998012292998,23.3273680080685,29.7138243927451,206.91229335207,122.600281724136,136.738974787255,69.3657612878166,41.2158374763293,61.1723711615536,27.4777623712947,24.8806856360497,65.228436494798,31.0224726965128,31.4742658125382,20.8527118984834,51.6661773391836,49.7727697744436,61.3875935067306,16.000719766769,60.9533024976338,75.7024097919711
"ECB_RS00080",56.8185781942886,17.0820358188174,63.5252316999993,26.4376837424776,12.7344961683193,77.0713575908716,42.6435762518732,33.2262929389592,62.300730045539,53.5082802324275,59.6237035372105,56.1502100630805,40.025450805819,69.0207874537979,54.6975176491147,45.6376854281804,20.8527118984834,49.1147611742857,46.454585122814,45.1379364020078,32.0014395335381,39.5067701373553,55.1311027832833
"ECB_RS00085",9.46976303238143,71.4339679696001,8.2582801209999,18.6618944064548,59.4276487854903,15.9697407620725,9.13790919682998,4.47277020332143,8.99185794471697,13.7386124921098,6.96900430954409,4.7787412819643,3.24530682209343,6.82623172619979,5.71466602304183,6.29485316250764,41.7054237969668,3.82712424734693,5.80682314035175,17.152415832763,26.6678662779484,19.189002638144,4.93711368208507
"ECB_RS00090",33.3933749036608,86.9630914412523,24.7748403629997,346.800204386618,59.4276487854903,26.3847890851633,22.844772992075,29.3924899075408,82.8535482048921,78.0931657446239,67.3670416589262,75.2651751909377,74.642056908149,100.876535509397,88.9855137873657,97.5702240188685,385.775170121943,89.2995657714285,94.5682625714428,230.20347565024,314.680822079791,278.804920683621,90.5137508382263
"ECB_RS00095",9.96817161303308,9.31747408299132,8.2582801209999,26.4376837424776,8.4896641122129,8.33203865847261,13.706863795245,17.2521136413827,26.9755738341509,31.8157341922542,27.8760172381763,27.4777623712947,49.7613712720993,43.9912711243987,26.1241875339055,29.9005525219113,26.0658898731043,35.0819722673469,39.8182158195549,37.0131078496464,24.0010796501536,30.4766512488169,46.0797276994607
"ECB_RS00100",2.49204290325827,0,2.54100926799997,9.33094720322739,4.24483205610645,1.38867310974543,0.761492433069165,1.91690151570918,32.756053941469,11.5693578880924,28.6503510503479,14.3362238458929,8.65415152558249,37.1650393981989,22.0422832317328,19.6714161328364,0,15.3084969893877,8.29546162907393,22.5689682010039,8.00035988338452,22.5752972213459,6.58281824278009
"ECB_RS00105",0.996817161303308,1.55291234716522,1.90575695099998,4.66547360161369,0,0.694336554872717,0,0.638967171903061,41.7479118861859,16.6309519641329,27.1016834260048,16.725594486875,2.16353788139562,42.4743307407987,15.5112363482564,21.2451294234633,5.21317797462086,14.0327889069388,8.29546162907393,30.6937967533653,5.33357325558968,13.5451783328075,5.75996596243258
"ECB_RS00110",0.498408580651654,1.55291234716522,1.27050463399999,10.8861050704319,0,0,0,0,43.6747385886253,21.6925460401733,29.4246848625195,10.7521678844197,5.40884470348906,50.0590326587985,14.6948554878219,15.7371329062691,0,12.1192267832653,5.80682314035175,21.6662094729638,10.6671465111794,18.0602377770767,4.93711368208507
"ECB_RS00120",0,0,0,0,0,0,0,0,32.756053941469,13.7386124921098,35.619355359892,17.9202798073661,12.9812272883737,38.6819797817988,9.79657032521457,3.93428322656728,26.0658898731043,13.3949348657143,17.4204694210553,22.5689682010039,10.6671465111794,20.3177674992113,23.8627161300778
"ECB_RS00125",1.49522574195496,0,0,7.77578933602282,0,0,0,1.27793434380612,6.42275567479783,1.44616973601155,2.3230014365147,1.19468532049108,1.08176894069781,9.10164230159972,3.26552344173819,2.36056993594037,5.21317797462086,1.91356212367347,1.65909232581479,6.3193110962811,10.6671465111794,6.77258916640376,3.29140912139005
