"","pre_lac25_01","pre_lac01_02","pre_lac25_03","pre_lac01_04","pre_lac01_05","pre_lac25_06","pre_lac25_07","pre_lac25_08","pre_lac50_09","pre_lac50_10","pre_lac50_11","pre_lac50_12","pre_lac50_13","pre_lac50_14","pre_lac50_15","pre_lac50_16","pre_lac01_17","pre_lac25_18","pre_lac25_19","pre_lac01_20","pre_lac01_21","pre_lac01_22","pre_lac25_23"
"ECB_RS05570",6.4793115484715,31.0582469433044,6.35252316999993,96.419787766683,12.7344961683193,7.63770210359989,11.4223864960375,7.02863889093367,28.9024005365903,24.5848855121964,11.6150071825735,14.3362238458929,35.6983750430278,20.4786951785994,14.6948554878219,23.6056993594037,62.5581356954503,5.10283232979591,9.95455395488871,40.624142761807,42.6685860447175,56.4382430533646,5.75996596243258
"ECB_RS05580",57.8153953555919,55.9048444979479,51.4554376769994,20.2170522736593,84.896641122129,51.3809050605811,42.6435762518732,37.6990631422806,75.1462413951347,73.0315716685835,57.3007021006958,48.9820981401341,62.7425985604731,76.6054893717977,58.7794219512874,58.2273917531957,5.21317797462086,27.427723772653,27.375023375944,53.2627649543692,34.6682261613329,44.0218295816244,13.1656364855602
"ECB_RS05585",65.7899326460183,97.8334778714088,55.9022038959994,32.6583152112959,72.1621449538096,59.7129437190537,113.462372527306,74.7591591126582,58.4470766406603,59.2929591764737,41.0396920450929,40.6193008966966,28.1259924581431,51.5759730423984,37.5535195799892,41.7034022016131,52.1317797462086,81.6453172767346,82.1250701278319,44.2351776739677,40.0017994169226,55.3094781922974,59.2453641850208
"ECB_RS05590",42.3647293553906,15.5291234716522,41.2914006049995,17.1067365392502,29.7138243927451,43.0488664021085,105.847448196614,80.5098636597857,54.5934232357816,39.046582872312,28.6503510503479,37.0352449352233,34.61660610233,39.4404499735988,41.6354238821619,34.621692393792,10.4263559492417,78.4560470706122,79.6364316391097,19.8606920168834,16.000719766769,16.9314729160094,77.3481143526661
"ECB_RS05595",71.2724270331865,6.21164938866088,95.9230998669989,4.66547360161369,0,68.739318932399,73.864766007709,77.3150278002704,48.8129431284635,52.7851953644217,41.8140258572645,56.1502100630805,46.5160644500059,25.7879865211992,45.7173281843347,30.6874091672248,5.21317797462086,95.6781061836734,96.2273548972576,13.5413809206023,0,13.5451783328075,120.959285211084
"ECB_RS05600",26.9140633551893,1.55291234716522,22.2338310949997,1.55515786720456,0,26.3847890851633,42.6435762518732,31.9483585951531,21.1950937268329,10.8462730200867,14.7123424312597,14.3362238458929,4.32707576279125,15.1694038359995,7.34742774391093,12.5897063250153,0,8.92995657714285,12.4431924436109,15.3468983766827,5.33357325558968,5.64382430533646,4.11426140173756
"ECB_RS05605",0.498408580651654,4.65873704149566,0,4.66547360161369,4.24483205610645,2.08300966461815,0.761492433069165,1.91690151570918,8.99185794471697,5.78467894404621,2.3230014365147,3.58405596147322,1.08176894069781,10.6185826851997,5.71466602304183,2.36056993594037,5.21317797462086,0.637854041224489,1.65909232581479,6.3193110962811,10.6671465111794,4.51505944426917,2.46855684104254
"ECB_RS05610",240.731344454749,49.693195109287,230.596591070997,15.5515786720456,46.6931526171709,292.315689601414,265.760859141139,249.197197042194,50.0974942634231,52.7851953644217,48.7830301668086,60.9289513450448,48.6796023314015,53.0929134259984,54.6975176491147,51.1456819453746,31.2790678477251,81.0074632355101,76.3182469874802,46.040695130048,13.3339331389742,46.279359303759,84.7537848757937
"ECB_RS05615",110.148296324016,17302.5493721149,115.615921693999,9904.80045622587,19619.613763324,144.422003413525,140.876100117796,121.403762661582,217.731417375647,227.048648553814,150.220759561284,354.821540185849,527.903243060532,149.418627784595,208.17711941081,228.975283786216,6386.14301891055,149.895699687755,171.71605572183,4471.3639799829,7813.68481943888,5011.71598313878,144.822001341162
"ECB_RS05620",133.075091033992,125.785900120383,93.3820905989989,242.604627283912,182.527778412577,106.233492895526,124.123266590274,96.4840429573622,81.5689970699325,88.9394387647106,61.9467049737252,115.884476087634,159.020034282578,62.9530259193981,83.2708477643239,103.865077181376,218.953474934076,118.640851667755,157.613770952405,142.635879030345,285.346169174048,163.670904854757,179.381797115758
"ECB_RS05625",220.296592648031,9.31747408299132,155.636817664998,6.22063146881826,8.4896641122129,264.542227406505,330.487715952018,228.111280369393,40.4633607512264,40.4927526083235,33.2963539233773,33.4511889737501,22.717147754654,46.2666816997986,36.7371387195547,19.6714161328364,20.8527118984834,95.0402521424489,93.7387164085354,42.4296602178874,10.6671465111794,30.4766512488169,105.325091884481
"ECB_RS05630",27.9108805164926,26.3995099018087,44.4676621899995,88.6439984306602,42.4483205610645,38.1885105179995,20.5602956928675,28.1145555637347,109.829122039043,135.21687031708,84.4023855267006,134.999441215491,177.410106274441,82.6732509061975,128.171795088224,112.520500279824,67.7713136700711,73.9910687820407,91.2500779198132,45.1379364020078,69.3364523226659,72.2409511083067,100.387978202396
"ECB_RS05635",245.217021680614,2438.07238504939,211.539021560998,303.25578410489,2351.63695908297,263.15355429676,89.8561071021615,73.481224768852,88.6340283122101,109.185815068872,97.5660603336172,151.725035702367,169.837723689556,78.1224297553976,132.253699390397,122.749636668899,218.953474934076,38.2712424734693,48.9432236115362,116.45587591718,277.345809290663,132.065488744873,53.4853982225883
"ECB_RS05640",17.9427089034595,17.0820358188174,27.3158496309997,26.4376837424776,8.4896641122129,22.9131063107997,11.4223864960375,21.7248838447041,74.5039658276549,45.5543466843639,65.818374034583,34.6458742942412,24.8806856360497,50.8175028505985,45.7173281843347,54.2931085266284,26.0658898731043,36.9955343910204,35.6704850050179,54.1655236824094,16.000719766769,54.1807133312301,39.4969094566806
"ECB_RS05645",189.395260647629,305.923732391548,196.928218269998,125.96778724357,241.955427198068,161.780417285343,106.608940629683,89.4554040664286,45.6015652910646,47.0005164203755,41.8140258572645,68.0970632679913,78.9691326709402,38.6819797817988,47.3500899052038,68.4565281422706,125.116271390901,60.5961339163265,70.5114238471284,60.4848347786905,112.005038367383,68.8546565251049,60.8910687457159
"ECB_RS05650",94.1992217431626,108.703864301565,110.533903157999,31.1031573440913,106.120801402661,76.3770210359989,46.4510384172191,75.3981262845612,19.9105425918733,21.6925460401733,28.6503510503479,25.0883917303126,23.7989166953519,33.372688439199,13.8784746273873,15.7371329062691,36.492245822346,17.2220591130612,9.12500779198132,16.2496571047228,18.6675063945639,28.2191215266823,21.3941592890353
"ECB_RS05655",108.154662001409,105.598039607235,116.886426327999,40.4341045473187,114.610465514874,102.761810121162,81.4796903384007,61.3408485026939,52.6665965333422,30.3695644562426,43.3626934816076,32.256503653259,38.9436818651212,56.8852643849983,37.5535195799892,39.3428322656728,57.3449577208294,24.8763076077551,37.3295773308327,49.6517300422086,50.668945928102,45.1505944426917,38.6740571763331
"ECB_RS05660",90.710361678601,45.0344580677914,90.205829013999,34.2134730785004,29.7138243927451,65.2676361580354,106.608940629683,115.014090942551,71.9348635577358,49.8928558923986,66.5927078467546,47.787412819643,38.9436818651212,85.7071316733974,50.615613346942,45.6376854281804,10.4263559492417,84.1967334416326,86.2728009423689,40.624142761807,29.3346529057433,54.1807133312301,79.8166711937086
"ECB_RS05665",752.098548203346,17.0820358188174,622.547270659993,46.6547360161369,4.24483205610645,617.265197281846,359.424428408646,315.010815748209,47.528391993504,73.0315716685835,50.3316977911517,93.1854549983038,102.768049366292,30.3388076719991,57.1466602304183,87.3410876297936,26.0658898731043,262.158010943265,297.807072483754,27.9855205692449,24.0010796501536,23.7040620824132,295.403968644757
"ECB_RS05670",633.477306008252,7.7645617358261,532.976693962994,26.4376837424776,8.4896641122129,599.906783410028,306.881450526873,222.360575822265,40.4633607512264,70.8623170645661,37.9423567964067,66.9023779475002,93.0321289000118,16.6863442195995,47.3500899052038,58.2273917531957,20.8527118984834,252.590200324898,311.079811090272,18.0551745608031,16.000719766769,21.4465323602786,347.24366230665
"ECB_RS05675",1481.27030169672,18.6349481659826,1410.89539605698,99.5301035010921,8.4896641122129,1145.65531553998,993.74762515526,971.869068464556,60.3739033430996,86.7701841606932,87.4997207753868,99.1588816007592,95.1956667814074,65.986906686598,75.9234200204129,107.799360407943,36.492245822346,686.968802398775,755.716554408635,58.6793173226102,45.3353726725123,62.0820673587011,789.115336853264
"ECB_RS05680",5462.55804394213,12.4232987773218,4226.33366500095,289.259363300049,8.4896641122129,4443.75395118539,2864.7345332062,2581.42737448837,95.056783987008,183.663556473467,156.415430058656,205.485875124465,212.026712376771,75.0885489881977,124.089890786051,299.792381864427,192.887585060972,1112.41744789551,1204.50102854153,154.371742494867,96.0043186006143,181.731142631834,1367.58048993756
"ECB_RS05685",2381.3961983536,10.8703864301565,2050.59447927598,139.964208048411,12.7344961683193,2346.16321891491,1330.32728057183,1274.1005407747,55.8779743707412,110.631984804884,92.9200574605878,118.273846728616,118.994583476759,62.1945557275981,77.556181741282,153.437045836124,130.329449365521,433.102893991428,430.534458548937,75.8317331553731,42.6685860447175,88.0436591632488,586.693675887776
"ECB_RS05690",5794.49815865613,9.31747408299132,5004.51775332594,236.383995815094,12.7344961683193,5855.34016724162,3247.76522703999,3112.40909433981,72.5771391252155,148.95548280919,131.636748069166,158.893147625313,187.146026740721,69.0207874537979,113.476939600402,194.353591392424,125.116271390901,715.672234253877,739.125631150487,117.35863464522,69.3364523226659,114.005250967797,900.200394700178
"ECB_RS05695",5688.83553955798,17.0820358188174,6614.88237692092,197.50504913498,21.2241602805322,5463.73435029341,3390.92580445699,4566.69837759118,156.715238465067,213.310036061704,211.393130722837,258.052029226072,289.914076107013,130.456872989596,178.787408435166,358.019773617622,125.116271390901,1188.32207880122,1277.50109087738,146.246913942505,88.0039587172298,124.164134717402,1603.7390943973
"ECB_RS05700",539.776492845741,6.21164938866088,726.093398330992,96.419787766683,8.4896641122129,722.110017067626,542.182612345246,771.872343658898,56.5202499382209,86.7701841606932,101.437729394475,103.937622882724,77.8873637302424,62.1945557275981,78.3725626017166,155.010759126751,78.1976696193128,505.81825469102,527.591359609102,71.3179395151724,66.669665694871,76.7560105525759,713.412927061293
"ECB_RS05705",1017.25191311003,6.21164938866088,1062.14187402399,87.0888405634556,12.7344961683193,942.90904151715,865.816896399641,1306.68786654176,69.3657612878166,113.524324276907,131.636748069166,118.273846728616,131.975810765133,69.0207874537979,104.496750135622,209.303867653379,52.1317797462086,734.807855490611,796.364316391097,67.7069046030117,40.0017994169226,50.7944187480282,950.394383801376
"ECB_RS05710",321.473534520317,0,405.926230562995,29.5479994768867,0,394.383163167703,325.157268920533,447.277020332143,52.0243209658625,65.0776381205199,68.9157092832693,68.0970632679913,71.3967500860556,40.9573903571988,47.3500899052038,117.241640151705,26.0658898731043,345.716890343673,398.182158195549,37.9158665776866,5.33357325558968,25.9615918045477,448.454492789394
"ECB_RS05715",542.268535749,1.55291234716522,590.784654809993,31.1031573440913,0,579.076686763846,520.860824219309,658.136187060153,59.7316277756199,104.124220992832,117.698739450078,115.884476087634,116.831045595364,59.9191451521982,78.3725626017166,163.666182225199,52.1317797462086,595.755674503673,645.386914741952,52.3600062263291,8.00035988338452,42.8930647205571,673.916017604612
"ECB_RS05720",563.700104717021,4.65873704149566,586.973140907993,12.4412629376365,4.24483205610645,556.163580453047,646.507075675721,721.393937078556,58.4470766406603,54.2313651004333,54.9777006641811,64.513007306518,44.3525265686103,55.3683240013983,50.615613346942,83.4068044032263,36.492245822346,480.941947083265,480.30722832338,44.2351776739677,26.6678662779484,28.2191215266823,464.911538396344
"ECB_RS05725",772.034891429412,18.6349481659826,715.929361258992,7.77578933602282,8.4896641122129,826.260500298534,665.54438650245,881.774697226224,77.7153436650538,80.985505216647,93.6943912727594,87.2120283958485,82.2144394930337,58.4022047685982,90.6182755082348,136.913056284541,26.0658898731043,579.809323473061,616.352799040193,34.3048316655259,16.000719766769,39.5067701373553,697.77873373469
"ECB_RS05730",1026.22326756176,23.2936852074783,1139.64265669799,60.651156820978,33.9586564488516,1078.9990062722,851.348540171326,909.250285618056,110.471397606523,188.725150549508,202.101124976778,225.795525572813,196.881947207002,100.118065317597,156.745125203433,301.366095155053,67.7713136700711,980.38166136204,1022.83041886482,57.77655859457,37.3350127891278,50.7944187480282,1243.32979560509
"ECB_RS05735",1549.05386866534,59.0106691922783,1458.53931983198,102.640419235501,55.1828167293838,1901.0934872415,1413.32995577637,1454.92825042327,196.536323648814,232.110242629854,241.592149397528,240.131749418706,261.78808364887,216.922474854793,231.035783502977,249.433556564365,57.3449577208294,500.077568319999,445.46628948127,116.45587591718,72.0032389504607,125.29289957847,519.21978889928
"ECB_RS05745",36.8822349682224,12.4232987773218,26.6805973139997,20.2170522736593,12.7344961683193,35.4111642985086,68.5343189762249,83.704699519301,57.8048010731805,41.9389223443351,54.2033668520096,40.6193008966966,33.5348371616322,57.6437345767983,51.4319942073765,52.7193952360015,10.4263559492417,88.661711730204,111.159185829591,39.7213840337669,18.6675063945639,36.1204755541534,124.250694332474
"ECB_RS05750",190.890486389584,274.865485448244,153.731060713998,124.412629376365,275.914083646919,136.089964755053,134.022668220173,104.790616192102,64.8698323154581,77.3700808766181,67.3670416589262,103.937622882724,114.667507713968,50.0590326587985,81.6380860434548,87.3410876297936,83.4108475939337,71.4396526171428,88.761439431091,52.3600062263291,66.669665694871,67.7258916640376,103.679387323786
"ECB_RS05755",5473.52303271646,91.6218284827479,3689.54545713596,49.7650517505461,144.324289907619,4759.67708365248,8722.89582080729,7288.69852989822,314.072752497614,468.558994467743,346.901547852861,499.378463965269,526.821474119834,194.168369100794,397.577479031625,266.744402761261,41.7054237969668,1667.98831780204,1852.37658177221,27.0827618412047,37.3350127891278,41.7642998594898,2272.71799831983
"ECB_RS05760",1953.76163615448,35.7169839848,1544.93363494398,21.7722101408639,21.2241602805322,3273.10251966999,3234.81985567781,2160.98697537615,283.243525258584,508.328662208061,378.649234151895,599.73203088652,681.514432639621,202.511541210594,411.455953659012,241.564990111231,36.492245822346,877.049306683673,1022.83041886482,7.22206982432125,21.3342930223587,14.6739431938748,1065.59370305003
"ECB_RS05765",383.774607101774,158.397059410852,352.565035934996,91.7543141650693,152.813954019832,433.960346795448,724.179303848776,704.780790609077,100.837264094326,127.262936769017,113.82707038922,140.972867817947,157.93826534188,88.7410124405973,107.76227357736,85.7673743391667,78.1976696193128,246.211659912653,280.386603062699,58.6793173226102,80.0035988338452,59.8245376365665,320.089537055182
"ECB_RS05770",124.103736582262,128.891724814713,116.251174010999,76.2027354930237,93.3863052343419,106.927829450398,201.03400233026,447.915987504046,51.3820453983827,44.1081769483524,72.7873783441271,43.0086715376787,49.7613712720993,43.9912711243987,60.4121836721565,37.7691189750459,78.1976696193128,128.846516327347,152.63649397496,74.0262156992928,114.671824995178,73.369715969374,191.72458132097
"ECB_RS05775",223.785452712593,37.2698963319653,252.830422165997,52.8753674849552,8.4896641122129,169.418119388943,306.881450526873,548.87280066473,59.0893522081401,63.6314683845084,99.1147279579603,69.2917485884823,85.4597463151271,58.4022047685982,78.3725626017166,66.0959582063303,52.1317797462086,169.03132092449,230.613833288255,46.040695130048,32.0014395335381,30.4766512488169,238.627161300778
"ECB_RS05780",865.237296011271,335.429066987687,708.941585771992,653.166304225917,292.893411871345,674.895131336281,1116.3479068794,1691.3461040274,166.349371977264,270.433740634161,236.171812712327,287.919162238349,314.794761743063,151.694038359995,282.467777710354,249.433556564365,552.596865309811,907.666300662448,932.40988710791,282.563481876569,557.358405209122,347.659577208726,1107.55916934775
"ECB_RS05785",730.666979235325,535.754759772001,924.927373551989,4206.70203078835,432.972869722858,747.106133043044,754.639001171543,1276.01744229041,1496.5020722279,2624.07498599296,2044.24126413293,3096.62435071287,3414.06277684229,1282.57309433376,2461.38829421016,1858.55539623038,4118.41059995048,4855.98281584204,5860.74364094073,1684.54778652293,3925.50991611401,1993.39874464484,6451.98473020484
"ECB_RS05790",1764.36637550686,450.344580677914,1519.52354226398,466.547360161369,348.076228600729,1353.26194544693,2397.17817930173,3006.3405438039,359.674317788679,555.329178628437,387.166906085783,661.855667552055,709.640425097764,320.07442093959,481.664707656383,508.309392872492,516.104619487465,1151.96439845143,1236.02378273202,222.078647097879,429.352647074969,269.774801795083,1495.12259339143
"ECB_RS05795",18.9395260647629,4.65873704149566,8.8935324379999,7.77578933602282,12.7344961683193,12.4980579877089,39.5976065195966,26.8366212199286,35.9674317788679,21.6925460401733,29.4246848625195,10.7521678844197,16.2265341104672,37.1650393981989,29.3897109756437,23.6056993594037,10.4263559492417,27.427723772653,26.5454772130366,31.5965554814055,24.0010796501536,25.9615918045477,24.6855684104254
"ECB_RS05800",26.9140633551893,6.21164938866088,28.5863542649997,15.5515786720456,0,29.8564718595268,47.2125308502882,49.2004722365357,44.9592897235848,38.3234980043062,39.4910244207498,25.0883917303126,28.1259924581431,53.8513836177984,35.1043769986856,47.9982553641208,0,50.3904692567346,47.2841312857214,27.0827618412047,16.000719766769,23.7040620824132,46.9025799798082
"ECB_RS05805",10.9649887743364,1.55291234716522,20.9633264609998,6.22063146881826,8.4896641122129,15.2754042071998,38.0746216534583,59.4239469869847,20.5528181593531,17.3540368321386,22.4556805529754,10.7521678844197,6.49061364418687,25.0295163293992,21.2259023712982,18.8845594875229,0,17.2220591130612,14.9318309323331,16.2496571047228,18.6675063945639,30.4766512488169,31.2683866532054
"ECB_RS05810",111.643522065971,7.7645617358261,102.910875353999,12.4412629376365,8.4896641122129,121.508897102726,148.491024448487,153.352121256735,45.6015652910646,31.8157341922542,51.8803654154949,17.9202798073661,30.2895303395387,40.9573903571988,42.4518047425965,32.2611224578517,20.8527118984834,40.1848045971428,46.454585122814,27.0827618412047,13.3339331389742,23.7040620824132,38.6740571763331
"ECB_RS05815",268.642224971242,3579.46296021583,181.682162661998,1181.91997907547,3145.42055357488,220.104687894651,319.826821889049,257.503770276934,83.4958237723718,102.67805125682,85.9510531510437,107.521678844197,148.2023448756,73.5716086045978,104.496750135622,119.602210087645,922.732501507891,145.430721399184,117.79555513285,583.182138313941,1125.38395692942,554.223546784041,127.542103453864
"ECB_RS05820",2678.44771242199,498.484863440035,2135.08303743698,223.942732877457,407.503877386219,2300.33700629331,2290.56923867205,2220.41092236314,386.00761605535,641.376277921124,456.856949181223,697.696227166788,769.137716836144,366.341102639389,590.243362094178,824.625764288501,145.968983289384,2422.56964857061,2638.78634420842,129.094498109742,157.340411039896,130.936723883806,2992.7137436239
"ECB_RS05825",3062.22231952376,18.6349481659826,2830.04907223497,29.5479994768867,38.203488504958,2768.31984427752,73.864766007709,69.6474217374337,95.056783987008,47.7236012883813,58.8493697250389,41.8139862171876,30.2895303395387,86.4656018651974,58.7794219512874,56.6536784625688,31.2790678477251,59.958279875102,49.7727697744436,69.5124220590921,40.0017994169226,60.9533024976338,93.8051599596163
"ECB_RS05830",95.1960389044659,131.997549509044,120.062687912999,96.419787766683,144.324289907619,136.089964755053,89.8561071021615,100.317845988781,80.2844459349729,86.7701841606932,63.4953725980683,100.35356692125,140.629962290715,53.8513836177984,102.047607554318,100.717650600122,88.6240255685545,88.661711730204,91.2500779198132,51.4572474982889,64.0028790670762,58.6957727754992,100.387978202396
"ECB_RS05835",96.6912646464209,65.2223185809392,105.451884621999,34.2134730785004,80.6518090660225,101.373137011417,77.6722281730548,85.6216010350102,38.536534048787,54.954449968439,57.3007021006958,76.4598605114288,75.7238258488468,27.3049269047992,53.8811367886802,76.3250945954052,57.3449577208294,49.7526152155101,40.6477619824622,35.2075903935661,45.3353726725123,41.7642998594898,52.6625459422407
"ECB_RS05840",260.667687680815,166.161621146678,233.772852655997,66.8717882897963,80.6518090660225,277.734621949087,190.373108267291,159.102825803862,61.6584544780592,101.231881520809,76.6590474049849,91.9907696778128,106.013356188386,66.745376878398,76.7398008808475,112.520500279824,57.3449577208294,72.7153606995918,86.2728009423689,61.3875935067306,48.0021593003071,57.5670079144319,68.2967392688435
"ECB_RS05845",20.9331603873695,15.5291234716522,29.8568588989997,21.7722101408639,4.24483205610645,17.3584138718179,31.9826821889049,75.3981262845612,30.1869516715498,31.0926493242484,24.7786819894901,22.6990210893304,23.7989166953519,34.131158630999,34.287996138251,32.2611224578517,10.4263559492417,28.0655778138775,20.7386540726848,27.0827618412047,21.3342930223587,29.3478863877496,23.0398638497303
"ECB_RS05850",38.875869290829,40.3757210262957,60.9842224319993,32.6583152112959,0,36.799837408254,48.7355157164266,127.154467208709,59.7316277756199,54.954449968439,57.3007021006958,53.7608394220984,69.2332122046599,70.5377278373979,58.7794219512874,65.3091015610168,36.492245822346,47.2011990506122,50.602315937351,50.5544887702488,29.3346529057433,29.3478863877496,50.1939891011982
"ECB_RS05855",128.589413808127,268.653836059583,95.2878475499989,73.0924197586145,254.689923366387,105.539156340653,102.039986031268,158.463858631959,145.796553817911,182.940471605462,132.411081881338,203.096504483483,272.605773055848,100.118065317597,184.502074458208,181.763885067408,57.3449577208294,69.5260904934693,68.8523315213136,34.3048316655259,58.6693058114865,38.378005276288,78.1709666330136
"ECB_RS05860",144.53848838898,41.9286333734609,159.448331566998,17.1067365392502,38.203488504958,165.946436614579,147.729532015418,268.366212199286,166.349371977264,193.786744625548,186.614448733347,218.627413649867,249.888625301194,147.143217209196,227.770260061239,151.076475900183,15.6395339238626,182.426255790204,187.477432817071,48.7489713141685,21.3342930223587,53.0519484701628,191.72458132097
"ECB_RS05865",10.4665801936847,3.10582469433044,12.0697940229999,21.7722101408639,8.4896641122129,15.9697407620725,11.4223864960375,12.1403762661582,27.6178494016307,19.523291436156,22.4556805529754,7.16811192294645,10.8176894069781,32.614218247399,26.1241875339055,22.0319860687768,41.7054237969668,11.4813727420408,9.95455395488871,26.1800031131645,18.6675063945639,27.090356665615,9.05137508382263
"ECB_RS05870",79.7453729042647,32.6111592904696,85.123810477999,23.3273680080685,29.7138243927451,65.2676361580354,49.4970081494957,47.9225378927296,28.9024005365903,20.9694611721675,27.1016834260048,33.4511889737501,21.6353788139562,30.3388076719991,25.307806673471,33.8348357484786,5.21317797462086,30.6169939787755,25.7159310501292,18.9579332888433,10.6671465111794,18.0602377770767,36.2055003352905
"ECB_RS05875",29.9045148390992,110.256776648731,36.2093820689996,21.7722101408639,118.855297570981,24.3017794205451,28.9367124566283,35.1431944546684,48.8129431284635,46.2774315523697,61.9467049737252,63.318321986027,74.642056908149,37.9235095899989,56.3302793699838,37.7691189750459,15.6395339238626,42.0983667208163,43.1364004711844,19.8606920168834,10.6671465111794,13.5451783328075,54.3082505029358
"ECB_RS05880",29.4061062584476,12.4232987773218,26.6805973139997,6.22063146881826,12.7344961683193,33.3281546338904,37.3131292203891,69.6474217374337,35.3251562113881,15.1847822281213,21.6813467408038,21.5043357688393,5.40884470348906,31.855748055599,25.307806673471,28.3268392312844,15.6395339238626,34.4441182261224,41.4773081453696,33.4020729374858,13.3339331389742,24.8328269434804,31.2683866532054
"ECB_RS05885",423.148884973254,12.4232987773218,392.585931905995,24.882525875273,8.4896641122129,441.598048899048,399.783527361312,376.990631422806,165.064820842304,111.35506967289,177.322442987288,124.247273331072,108.176894069781,168.380382579595,124.906271646486,137.699912929855,31.2790678477251,128.846516327347,135.216024553905,98.4007013563771,45.3353726725123,80.1423051357778,145.64485362151
"ECB_RS05890",8.47294587107812,4.65873704149566,5.71727085299993,9.33094720322739,4.24483205610645,11.1093848779635,6.85343189762249,3.83380303141837,53.308872100822,39.046582872312,33.2963539233773,31.0618183327679,19.4718409325606,64.4699663029981,35.9207578591201,29.1136958765979,20.8527118984834,15.9463510306122,14.9318309323331,32.4993142094456,8.00035988338452,33.8629458320188,9.87422736417014
"ECB_RS05895",78.7485557429613,7.7645617358261,84.488558160999,4.66547360161369,0,98.5957907919259,138.591622818588,123.320664177291,61.6584544780592,41.9389223443351,49.5573639789802,41.8139862171876,54.0884470348906,50.0590326587985,57.9630410908529,70.0302414328975,15.6395339238626,118.00299762653,109.500093503776,26.1800031131645,5.33357325558968,32.7341809709515,90.5137508382263
"ECB_RS05900",39.3742778714807,0,48.9144284089994,1.55515786720456,0,56.2412609446901,91.3790919682998,88.8164368945255,20.5528181593531,17.3540368321386,30.199018674691,19.1149651278572,12.9812272883737,25.0295163293992,17.9603789295601,21.2451294234633,0,67.6125283697958,68.0227853584062,22.5689682010039,2.66678662779484,18.0602377770767,64.1824778671059
"ECB_RS05905",108.154662001409,71.4339679696001,107.357641572999,158.626102454866,89.1414731782354,75.6826844811262,128.692221188689,178.910808132857,78.3576192325336,70.1392321965604,89.04838839973,97.9641962802681,94.1138978407096,83.4317210979975,84.0872286247584,103.865077181376,156.395339238626,160.101364347347,166.738778744386,102.011736268538,162.673984295485,108.36142666246,183.496058517495
"ECB_RS05910",100.180124710982,161.502884105183,72.4187641379992,40.4341045473187,123.100129627087,115.259868108871,83.002675204539,72.2032904250459,35.3251562113881,31.8157341922542,28.6503510503479,29.8671330122769,31.3712992802365,33.372688439199,31.0224726965128,29.1136958765979,46.9186017715877,57.406863710204,74.6591546616654,25.2772443851244,32.0014395335381,23.7040620824132,69.9424438295385
"ECB_RS05915",44.8567722586489,7.7645617358261,36.2093820689996,21.7722101408639,8.4896641122129,39.5771836277449,12.9453713621758,19.8079823289949,61.0161789105794,45.5543466843639,60.3980373493821,59.7342660245537,69.2332122046599,56.8852643849983,82.4544669038893,45.6376854281804,10.4263559492417,45.9254909681632,50.602315937351,36.1103491216063,10.6671465111794,31.6054161098842,65.8281824278009
"ECB_RS05920",2.49204290325827,1.55291234716522,5.08201853599994,6.22063146881826,0,1.38867310974543,2.2844772992075,1.27793434380612,12.8455113495957,10.8462730200867,15.4866762434313,7.16811192294645,5.40884470348906,22.7541057539993,6.53104688347638,14.9502762609557,10.4263559492417,3.82712424734693,4.97727697744436,18.0551745608031,2.66678662779484,7.90135402747105,4.93711368208507
"ECB_RS05925",2.99045148390992,0,4.44676621899995,4.66547360161369,12.7344961683193,3.47168277436359,3.80746216534583,3.83380303141837,30.1869516715498,14.4616973601155,14.7123424312597,7.16811192294645,2.16353788139562,28.0633970965992,9.79657032521457,20.4582727781498,0,10.2056646595918,7.46591546616654,21.6662094729638,0,15.8027080549421,4.11426140173756
"ECB_RS05930",1.49522574195496,0,2.54100926799997,6.22063146881826,0,1.38867310974543,3.04596973227666,2.55586868761224,27.6178494016307,5.78467894404621,18.5840114921176,15.530909166384,1.08176894069781,24.2710461375993,14.6948554878219,14.9502762609557,15.6395339238626,3.82712424734693,2.48863848872218,27.9855205692449,0,20.3177674992113,3.29140912139005
"ECB_RS05935",4.98408580651654,0,1.90575695099998,1.55515786720456,0,2.08300966461815,4.56895459841499,3.83380303141837,19.2682670243935,4.33850920803466,7.74333812171565,5.97342660245537,0,18.9617547949994,6.53104688347638,7.86856645313456,0,7.01639445346938,0.829546162907393,15.3468983766827,0,10.1588837496056,4.93711368208507
"ECB_RS05940",314.994222971845,10.8703864301565,319.531915450996,26.4376837424776,16.9793282244258,249.961159754178,223.117282889265,238.973722291745,81.5689970699325,108.462730200867,93.6943912727594,106.326993523706,146.038806994205,87.2240720569974,112.660558739968,84.1936610485397,20.8527118984834,157.549948182449,160.931955604034,33.4020729374858,16.000719766769,39.5067701373553,204.89021780653
"ECB_RS05945",46.8504065812555,9.31747408299132,49.5496807259994,17.1067365392502,8.4896641122129,42.3545298472358,80.7181979053315,91.3723055821378,21.1950937268329,20.9694611721675,24.0043481773185,21.5043357688393,27.0442235174453,30.3388076719991,22.8586640921673,23.6056993594037,5.21317797462086,32.5305561024489,43.9659466340918,14.4441396486425,21.3342930223587,14.6739431938748,39.4969094566806
